Item,Open,Close,Volume
0,0.005202730389918819,0.006084171920403858,0.2289350728782647
1,0.005895585237660771,0.006139757801042331,0.17254752005216134
2,0.005820002418001,0.0059906887990982625,0.12140399028514197
3,0.005925821393008672,0.00647580147920109,0.19804818096447518
4,0.006298703140147681,0.006412632102299519,0.18920772745697578
5,0.0061777669284338345,0.0076279531605690665,0.6714971286737854
6,0.008090058687247267,0.008396058779402913,0.43526280941346857
7,0.008374758235535809,0.00849459362920228,0.37125577186335923
8,0.008379795632502317,0.008823062244701434,0.2196402271288036
9,0.008558677887718736,0.008600713661985454,0.23746670795465308
10,0.007898577052840156,0.008039794693503478,0.34716204396689715
11,0.007437513106850677,0.007168102496376489,0.4959847593476178
12,0.006941175608546794,0.006422742306169854,0.3273640056912027
13,0.006139975518603943,0.006821957047950888,0.30481605288452523
14,0.006810157875157739,0.0064101070814129805,0.3296166131573721
15,0.0064649927439155985,0.005945206375447336,0.36974617985950864
16,0.005744421280276774,0.005472720486497886,0.3413769575530329
17,0.0053463390928208294,0.00539692263172223,0.27300102274317317
18,0.004897874526022042,0.006147334550422637,0.4065948662812587
19,0.005988811561219946,0.006276198325112324,0.2608830548237463
20,0.005850238573348897,0.006253454583205803,0.14297079243602806
21,0.005888029983178784,0.005414609584972875,0.1989090018228582
22,0.005167456837604414,0.0053514402080713005,0.1943415183240283
23,0.005112030333552869,0.004201813547589866,0.48273754256020457
24,0.004167221540708012,0.00427761814924831,0.40371873168306405
25,0.004222648044759553,0.004583341336120249,0.2727755095564218
26,0.004376338269336772,0.00360805581381733,0.3318734279591153
27,0.0033887023516310684,0.004204347002079894,0.5154075032901365
28,0.0037540288442880834,0.0035474114578022842,0.25185411268254426
29,0.0033685477179583832,0.004287721606235853,0.3352317232140582
30,0.0038875577074504314,0.0046869346612961865,0.33488083142721
31,0.0045804209648701265,0.005028030067948717,0.27129116156601357
32,0.00467867627571807,0.004957283941666836,0.15944335267425463
33,0.004751739555926813,0.004651562441515595,0.22063231685708667
34,0.004351147920633128,0.005217531451770641,0.2803259939770188
35,0.005054084290050297,0.0053261765054403495,0.24386606536228045
36,0.005142264806965217,0.005252905358271933,0.14704517620561802
37,0.00510446666939314,0.005134150100731887,0.2241286127188476
38,0.005001173961578693,0.00450248500596803,0.3670997657836391
39,0.004310830243610023,0.004656612483288662,0.21588728379704586
40,0.0043486283811821035,0.004785471197816254,0.17425149095951775
41,0.004451921088996554,0.0043079335803730325,0.20802882241245257
42,0.004021093298354969,0.003741964570117986,0.26061967561683147
43,0.0035348305939841076,0.003951676241356389,0.24866242791632065
44,0.003668366184888642,0.0037874469937689125,0.1826594303700388
45,0.003590265507713391,0.0033503350113207545,0.22655203800931
46,0.003104001121406977,0.003163367081988862,0.2998312016967824
47,0.0033559483387676885,0.0037924987222626837,0.24514930271226487
48,0.00353735517924178,0.0042068720229664295,0.17928430577280102
49,0.00402613069532148,0.003931464267219213,0.254407965375792
50,0.003809457030275177,0.003446351587116382,0.21162609432798274
51,0.0032803655191079133,0.0035347846666489106,0.23037987191428
52,0.0033987838733062804,0.003365495256964163,0.1682913793857867
53,0.002539637739860859,0.002814686492352527,0.39065663766089453
54,0.002627819938711324,0.0027793142725719353,0.3908156749455811
55,0.00254215559737634,0.002397786484041547,0.4154378441901023
56,0.0021466013590491616,0.0023472590787796434,0.3084974715115298
57,0.002171791707752809,0.00223355554973337,0.3193439826205786
